District,Location,School Type,Category,Composition,Number,Population,No/100000
Sukkhur,Rural,Higher secondary,INSTITUTIONS,MIXED,3,"1,487,903",0.201626047
Sukkhur,Rural,Higher secondary,ENROLMENT,TOTAL,6475,"1,487,903",435.1762178
Sukkhur,Rural,Higher secondary,ENROLMENT,MALE,3467,"1,487,903",233.0125015
Sukkhur,Rural,Higher secondary,ENROLMENT,FEMALE,3008,"1,487,903",202.1637163
Sukkhur,Rural,Higher secondary,TEACHING STAFF,TOTAL,133,"1,487,903",8.938754744
Sukkhur,Rural,Higher secondary,TEACHING STAFF,MALE,73,"1,487,903",4.906233807
Sukkhur,Rural,Higher secondary,TEACHING STAFF,FEMALE,60,"1,487,903",4.032520937
Sukkhur,Total,Primary,INSTITUTIONS,TOTAL,1027,"1,487,903",69.02331671
Sukkhur,Total,Primary,INSTITUTIONS,MALE,115,"1,487,903",7.728998463
Sukkhur,Total,Primary,INSTITUTIONS,FEMALE,108,"1,487,903",7.258537687
Sukkhur,Total,Primary,INSTITUTIONS,MIXED,804,"1,487,903",54.03578056
Sukkhur,Total,Primary,ENROLMENT,TOTAL,96200,"1,487,903",6465.475236
Sukkhur,Total,Primary,ENROLMENT,MALE,57586,"1,487,903",3870.279178
Sukkhur,Total,Primary,ENROLMENT,FEMALE,38614,"1,487,903",2595.196058
Sukkhur,Total,Primary,TEACHING STAFF,TOTAL,2731,"1,487,903",183.5469113
Sukkhur,Total,Primary,TEACHING STAFF,MALE,2160,"1,487,903",145.1707537
Sukkhur,Total,Primary,TEACHING STAFF,FEMALE,571,"1,487,903",38.37615759
Sukkhur,Total,Middle,INSTITUTIONS,TOTAL,82,"1,487,903",5.511111947
Sukkhur,Total,Middle,INSTITUTIONS,MALE,7,"1,487,903",0.470460776
Sukkhur,Total,Middle,INSTITUTIONS,FEMALE,18,"1,487,903",1.209756281
Sukkhur,Total,Middle,INSTITUTIONS,MIXED,57,"1,487,903",3.83089489
Sukkhur,Total,Middle,ENROLMENT,TOTAL,18245,"1,487,903",1226.222408
Sukkhur,Total,Middle,ENROLMENT,MALE,10424,"1,487,903",700.5833042
Sukkhur,Total,Middle,ENROLMENT,FEMALE,7821,"1,487,903",525.6391042
Sukkhur,Total,Middle,TEACHING STAFF,TOTAL,756,"1,487,903",50.80976381
Sukkhur,Total,Middle,TEACHING STAFF,MALE,456,"1,487,903",30.64715912
Sukkhur,Total,Middle,TEACHING STAFF,FEMALE,300,"1,487,903",20.16260469
Sukkhur,Total,Secondary,INSTITUTIONS,TOTAL,66,"1,487,903",4.435773031
Sukkhur,Total,Secondary,INSTITUTIONS,MALE,15,"1,487,903",1.008130234
Sukkhur,Total,Secondary,INSTITUTIONS,FEMALE,14,"1,487,903",0.940921552
Sukkhur,Total,Secondary,INSTITUTIONS,MIXED,37,"1,487,903",2.486721245
Sukkhur,Total,Secondary,ENROLMENT,TOTAL,37974,"1,487,903",2552.182501
Sukkhur,Total,Secondary,ENROLMENT,MALE,23856,"1,487,903",1603.330325
Sukkhur,Total,Secondary,ENROLMENT,FEMALE,14118,"1,487,903",948.8521765
Sukkhur,Total,Secondary,TEACHING STAFF,TOTAL,1589,"1,487,903",106.7945962
Sukkhur,Total,Secondary,TEACHING STAFF,MALE,1062,"1,487,903",71.37562059
Sukkhur,Total,Secondary,TEACHING STAFF,FEMALE,527,"1,487,903",35.41897556
Sukkhur,Total,Higher secondary,INSTITUTIONS,TOTAL,12,"1,487,903",0.806504187
Sukkhur,Total,Higher secondary,INSTITUTIONS,MALE,3,"1,487,903",0.201626047
Sukkhur,Total,Higher secondary,INSTITUTIONS,FEMALE,5,"1,487,903",0.336043411
Sukkhur,Total,Higher secondary,INSTITUTIONS,MIXED,4,"1,487,903",0.268834729
Sukkhur,Total,Higher secondary,ENROLMENT,TOTAL,16813,"1,487,903",1129.979575
Sukkhur,Total,Higher secondary,ENROLMENT,MALE,9220,"1,487,903",619.6640507
Sukkhur,Total,Higher secondary,ENROLMENT,FEMALE,7593,"1,487,903",510.3155246
Sukkhur,Total,Higher secondary,TEACHING STAFF,TOTAL,431,"1,487,903",28.96694207
Sukkhur,Total,Higher secondary,TEACHING STAFF,MALE,236,"1,487,903",15.86124902
Sukkhur,Total,Higher secondary,TEACHING STAFF,FEMALE,195,"1,487,903",13.10569305
Ghotki,Urban,Primary,INSTITUTIONS,TOTAL,89,"1,646,318",5.406002971
Ghotki,Urban,Primary,INSTITUTIONS,MALE,8,"1,646,318",0.485932851
Ghotki,Urban,Primary,INSTITUTIONS,FEMALE,21,"1,646,318",1.275573735
Ghotki,Urban,Primary,INSTITUTIONS,MIXED,60,"1,646,318",3.644496385
Ghotki,Urban,Primary,ENROLMENT,TOTAL,15398,"1,646,318",935.2992557
Ghotki,Urban,Primary,ENROLMENT,MALE,9661,"1,646,318",586.8246596
Ghotki,Urban,Primary,ENROLMENT,FEMALE,5737,"1,646,318",348.474596
Ghotki,Urban,Primary,TEACHING STAFF,TOTAL,458,"1,646,318",27.81965574
Ghotki,Urban,Primary,TEACHING STAFF,MALE,295,"1,646,318",17.91877389
Ghotki,Urban,Primary,TEACHING STAFF,FEMALE,163,"1,646,318",9.900881847
Ghotki,Urban,Middle,INSTITUTIONS,TOTAL,4,"1,646,318",0.242966426
Ghotki,Urban,Middle,INSTITUTIONS,MALE,0,"1,646,318",0
Ghotki,Urban,Middle,INSTITUTIONS,FEMALE,2,"1,646,318",0.121483213
Ghotki,Urban,Middle,INSTITUTIONS,MIXED,2,"1,646,318",0.121483213
Ghotki,Urban,Middle,ENROLMENT,TOTAL,1265,"1,646,318",76.83813212
Ghotki,Urban,Middle,ENROLMENT,MALE,538,"1,646,318",32.67898425
Ghotki,Urban,Middle,ENROLMENT,FEMALE,727,"1,646,318",44.15914787
Ghotki,Urban,Middle,TEACHING STAFF,TOTAL,34,"1,646,318",2.065214618
Ghotki,Urban,Middle,TEACHING STAFF,MALE,18,"1,646,318",1.093348916
Ghotki,Urban,Middle,TEACHING STAFF,FEMALE,16,"1,646,318",0.971865703
Ghotki,Urban,Secondary,INSTITUTIONS,TOTAL,5,"1,646,318",0.303708032
Ghotki,Urban,Secondary,INSTITUTIONS,MALE,3,"1,646,318",0.182224819
Ghotki,Urban,Secondary,INSTITUTIONS,FEMALE,1,"1,646,318",0.060741606
Ghotki,Urban,Secondary,INSTITUTIONS,MIXED,1,"1,646,318",0.060741606
Ghotki,Urban,Secondary,ENROLMENT,TOTAL,4328,"1,646,318",262.8896726
Ghotki,Urban,Secondary,ENROLMENT,MALE,3035,"1,646,318",184.3507755
Ghotki,Urban,Secondary,ENROLMENT,FEMALE,1293,"1,646,318",78.5388971
Ghotki,Urban,Secondary,TEACHING STAFF,TOTAL,162,"1,646,318",9.84014024
Ghotki,Urban,Secondary,TEACHING STAFF,MALE,139,"1,646,318",8.443083293
Ghotki,Urban,Secondary,TEACHING STAFF,FEMALE,23,"1,646,318",1.397056948
Ghotki,Urban,Higher secondary,INSTITUTIONS,TOTAL,2,"1,646,318",0.121483213
Ghotki,Urban,Higher secondary,INSTITUTIONS,MALE,1,"1,646,318",0.060741606
Ghotki,Urban,Higher secondary,INSTITUTIONS,FEMALE,1,"1,646,318",0.060741606
Ghotki,Urban,Higher secondary,INSTITUTIONS,MIXED,0,"1,646,318",0
Ghotki,Urban,Higher secondary,ENROLMENT,TOTAL,3009,"1,646,318",182.7714937
Ghotki,Urban,Higher secondary,ENROLMENT,MALE,913,"1,646,318",55.45708666
Ghotki,Urban,Higher secondary,ENROLMENT,FEMALE,2096,"1,646,318",127.3144071
Ghotki,Urban,Higher secondary,TEACHING STAFF,TOTAL,81,"1,646,318",4.92007012
Ghotki,Urban,Higher secondary,TEACHING STAFF,MALE,40,"1,646,318",2.429664257
Ghotki,Urban,Higher secondary,TEACHING STAFF,FEMALE,41,"1,646,318",2.490405863
Ghotki,Rural,Primary,INSTITUTIONS,TOTAL,1670,"1,646,318",101.4384827
Ghotki,Rural,Primary,INSTITUTIONS,MALE,227,"1,646,318",13.78834466
Ghotki,Rural,Primary,INSTITUTIONS,FEMALE,152,"1,646,318",9.232724176
Ghotki,Rural,Primary,INSTITUTIONS,MIXED,1291,"1,646,318",78.41741389
Ghotki,Rural,Primary,ENROLMENT,TOTAL,133296,"1,646,318",8096.61317
Ghotki,Rural,Primary,ENROLMENT,MALE,91907,"1,646,318",5582.578821
Ghotki,Rural,Primary,ENROLMENT,FEMALE,41389,"1,646,318",2514.034348
Ghotki,Rural,Primary,TEACHING STAFF,TOTAL,3332,"1,646,318",202.3910326
Ghotki,Rural,Primary,TEACHING STAFF,MALE,2879,"1,646,318",174.8750849
Ghotki,Rural,Primary,TEACHING STAFF,FEMALE,453,"1,646,318",27.51594771
Ghotki,Rural,Middle,INSTITUTIONS,TOTAL,89,"1,646,318",5.406002971
Ghotki,Rural,Middle,INSTITUTIONS,MALE,4,"1,646,318",0.242966426
Ghotki,Rural,Middle,INSTITUTIONS,FEMALE,19,"1,646,318",1.154090522
Ghotki,Rural,Middle,INSTITUTIONS,MIXED,66,"1,646,318",4.008946024
Ghotki,Rural,Middle,ENROLMENT,TOTAL,10591,"1,646,318",643.3143536
Ghotki,Rural,Middle,ENROLMENT,MALE,7020,"1,646,318",426.4060771
Ghotki,Rural,Middle,ENROLMENT,FEMALE,3571,"1,646,318",216.9082765
Ghotki,Rural,Middle,TEACHING STAFF,TOTAL,365,"1,646,318",22.17068634
Ghotki,Rural,Middle,TEACHING STAFF,MALE,279,"1,646,318",16.94690819
Ghotki,Rural,Middle,TEACHING STAFF,FEMALE,86,"1,646,318",5.223778152
Ghotki,Rural,Secondary,INSTITUTIONS,TOTAL,27,"1,646,318",1.640023373
Ghotki,Rural,Secondary,INSTITUTIONS,MALE,2,"1,646,318",0.121483213
Ghotki,Rural,Secondary,INSTITUTIONS,FEMALE,1,"1,646,318",0.060741606
Ghotki,Rural,Secondary,INSTITUTIONS,MIXED,24,"1,646,318",1.457798554
Ghotki,Rural,Secondary,ENROLMENT,TOTAL,18176,"1,646,318",1104.039438
Ghotki,Rural,Secondary,ENROLMENT,MALE,13437,"1,646,318",816.1849655
Ghotki,Rural,Secondary,ENROLMENT,FEMALE,4739,"1,646,318",287.8544728
Ghotki,Rural,Secondary,TEACHING STAFF,TOTAL,507,"1,646,318",30.79599446
Ghotki,Rural,Secondary,TEACHING STAFF,MALE,440,"1,646,318",26.72630683
Ghotki,Rural,Secondary,TEACHING STAFF,FEMALE,67,"1,646,318",4.06968763
Ghotki,Rural,Higher secondary,INSTITUTIONS,TOTAL,5,"1,646,318",0.303708032
Ghotki,Rural,Higher secondary,INSTITUTIONS,MALE,0,"1,646,318",0
Ghotki,Rural,Higher secondary,INSTITUTIONS,FEMALE,1,"1,646,318",0.060741606
Ghotki,Rural,Higher secondary,INSTITUTIONS,MIXED,4,"1,646,318",0.242966426
Ghotki,Rural,Higher secondary,ENROLMENT,TOTAL,9985,"1,646,318",606.5049401
Ghotki,Rural,Higher secondary,ENROLMENT,MALE,7082,"1,646,318",430.1720567
Ghotki,Rural,Higher secondary,ENROLMENT,FEMALE,2903,"1,646,318",176.3328834
Ghotki,Rural,Higher secondary,TEACHING STAFF,TOTAL,250,"1,646,318",15.18540161
Ghotki,Rural,Higher secondary,TEACHING STAFF,MALE,222,"1,646,318",13.48463663
Ghotki,Rural,Higher secondary,TEACHING STAFF,FEMALE,28,"1,646,318",1.70076498
Ghotki,Total,Primary,INSTITUTIONS,TOTAL,1759,"1,646,318",106.8444857
Ghotki,Total,Primary,INSTITUTIONS,MALE,235,"1,646,318",14.27427751
Ghotki,Total,Primary,INSTITUTIONS,FEMALE,173,"1,646,318",10.50829791
Ghotki,Total,Primary,INSTITUTIONS,MIXED,1351,"1,646,318",82.06191027
Ghotki,Total,Primary,ENROLMENT,TOTAL,148694,"1,646,318",9031.912425
Ghotki,Total,Primary,ENROLMENT,MALE,101568,"1,646,318",6169.403481
Ghotki,Total,Primary,ENROLMENT,FEMALE,47126,"1,646,318",2862.508944
Ghotki,Total,Primary,TEACHING STAFF,TOTAL,3790,"1,646,318",230.2106883
Ghotki,Total,Primary,TEACHING STAFF,MALE,3174,"1,646,318",192.7938588
Ghotki,Total,Primary,TEACHING STAFF,FEMALE,616,"1,646,318",37.41682956
Ghotki,Total,Middle,INSTITUTIONS,TOTAL,93,"1,646,318",5.648969397
Ghotki,Total,Middle,INSTITUTIONS,MALE,4,"1,646,318",0.242966426
Ghotki,Total,Middle,INSTITUTIONS,FEMALE,21,"1,646,318",1.275573735
Ghotki,Total,Middle,INSTITUTIONS,MIXED,68,"1,646,318",4.130429237
Ghotki,Total,Middle,ENROLMENT,TOTAL,11856,"1,646,318",720.1524857
Ghotki,Total,Middle,ENROLMENT,MALE,7558,"1,646,318",459.0850613
Ghotki,Total,Middle,ENROLMENT,FEMALE,4298,"1,646,318",261.0674244
Ghotki,Total,Middle,TEACHING STAFF,TOTAL,399,"1,646,318",24.23590096
Ghotki,Total,Middle,TEACHING STAFF,MALE,297,"1,646,318",18.04025711
Ghotki,Total,Middle,TEACHING STAFF,FEMALE,102,"1,646,318",6.195643855
Ghotki,Total,Secondary,INSTITUTIONS,TOTAL,32,"1,646,318",1.943731405
Ghotki,Total,Secondary,INSTITUTIONS,MALE,5,"1,646,318",0.303708032
Ghotki,Total,Secondary,INSTITUTIONS,FEMALE,2,"1,646,318",0.121483213
Ghotki,Total,Secondary,INSTITUTIONS,MIXED,25,"1,646,318",1.518540161
Ghotki,Total,Secondary,ENROLMENT,TOTAL,22504,"1,646,318",1366.929111
Ghotki,Total,Secondary,ENROLMENT,MALE,16472,"1,646,318",1000.535741
Ghotki,Total,Secondary,ENROLMENT,FEMALE,6032,"1,646,318",366.3933699
Ghotki,Total,Secondary,TEACHING STAFF,TOTAL,669,"1,646,318",40.6361347
Ghotki,Total,Secondary,TEACHING STAFF,MALE,579,"1,646,318",35.16939012
Ghotki,Total,Secondary,TEACHING STAFF,FEMALE,90,"1,646,318",5.466744578
Ghotki,Total,Higher secondary,INSTITUTIONS,TOTAL,7,"1,646,318",0.425191245
Ghotki,Total,Higher secondary,INSTITUTIONS,MALE,1,"1,646,318",0.060741606
Ghotki,Total,Higher secondary,INSTITUTIONS,FEMALE,2,"1,646,318",0.121483213
Ghotki,Total,Higher secondary,INSTITUTIONS,MIXED,4,"1,646,318",0.242966426
Ghotki,Total,Higher secondary,ENROLMENT,TOTAL,12994,"1,646,318",789.2764338
Ghotki,Total,Higher secondary,ENROLMENT,MALE,7995,"1,646,318",485.6291433
Ghotki,Total,Higher secondary,ENROLMENT,FEMALE,4999,"1,646,318",303.6472905
Ghotki,Total,Higher secondary,TEACHING STAFF,TOTAL,331,"1,646,318",20.10547173
Ghotki,Total,Higher secondary,TEACHING STAFF,MALE,262,"1,646,318",15.91430088
Ghotki,Total,Higher secondary,TEACHING STAFF,FEMALE,69,"1,646,318",4.191170843
Mirpurkhaas,Urban,Primary,INSTITUTIONS,TOTAL,113,"1,505,876",7.503937907
Mirpurkhaas,Urban,Primary,INSTITUTIONS,MALE,14,"1,505,876",0.929691422
Mirpurkhaas,Urban,Primary,INSTITUTIONS,FEMALE,15,"1,505,876",0.996097952
Mirpurkhaas,Urban,Primary,INSTITUTIONS,MIXED,84,"1,505,876",5.578148533
Mirpurkhaas,Urban,Primary,ENROLMENT,TOTAL,15726,"1,505,876",1044.309093
Mirpurkhaas,Urban,Primary,ENROLMENT,MALE,9239,"1,505,876",613.5299321
Mirpurkhaas,Urban,Primary,ENROLMENT,FEMALE,6487,"1,505,876",430.7791611
Mirpurkhaas,Urban,Primary,TEACHING STAFF,TOTAL,871,"1,505,876",57.84008776
Mirpurkhaas,Urban,Primary,TEACHING STAFF,MALE,427,"1,505,876",28.35558838
Mirpurkhaas,Urban,Primary,TEACHING STAFF,FEMALE,444,"1,505,876",29.48449939
Mirpurkhaas,Urban,Middle,INSTITUTIONS,TOTAL,5,"1,505,876",0.332032651
Mirpurkhaas,Urban,Middle,INSTITUTIONS,MALE,0,"1,505,876",0
Mirpurkhaas,Urban,Middle,INSTITUTIONS,FEMALE,1,"1,505,876",0.06640653
Mirpurkhaas,Urban,Middle,INSTITUTIONS,MIXED,4,"1,505,876",0.265626121
Mirpurkhaas,Urban,Middle,ENROLMENT,TOTAL,1438,"1,505,876",95.49259036
Mirpurkhaas,Urban,Middle,ENROLMENT,MALE,1070,"1,505,876",71.05498726
Mirpurkhaas,Urban,Middle,ENROLMENT,FEMALE,368,"1,505,876",24.4376031
Mirpurkhaas,Urban,Middle,TEACHING STAFF,TOTAL,66,"1,505,876",4.38283099
Mirpurkhaas,Urban,Middle,TEACHING STAFF,MALE,34,"1,505,876",2.257822025
Mirpurkhaas,Urban,Middle,TEACHING STAFF,FEMALE,32,"1,505,876",2.125008965
Mirpurkhaas,Urban,Secondary,INSTITUTIONS,TOTAL,21,"1,505,876",1.394537133
Mirpurkhaas,Urban,Secondary,INSTITUTIONS,MALE,8,"1,505,876",0.531252241
Mirpurkhaas,Urban,Secondary,INSTITUTIONS,FEMALE,7,"1,505,876",0.464845711
Mirpurkhaas,Urban,Secondary,INSTITUTIONS,MIXED,6,"1,505,876",0.398439181
Mirpurkhaas,Urban,Secondary,ENROLMENT,TOTAL,12216,"1,505,876",811.2221723
Mirpurkhaas,Urban,Secondary,ENROLMENT,MALE,6256,"1,505,876",415.4392526
Mirpurkhaas,Urban,Secondary,ENROLMENT,FEMALE,5960,"1,505,876",395.7829197
Mirpurkhaas,Urban,Secondary,TEACHING STAFF,TOTAL,680,"1,505,876",45.1564405
Mirpurkhaas,Urban,Secondary,TEACHING STAFF,MALE,372,"1,505,876",24.70322922
Mirpurkhaas,Urban,Secondary,TEACHING STAFF,FEMALE,308,"1,505,876",20.45321129
Mirpurkhaas,Urban,Higher secondary,INSTITUTIONS,TOTAL,5,"1,505,876",0.332032651
Mirpurkhaas,Urban,Higher secondary,INSTITUTIONS,MALE,3,"1,505,876",0.19921959
Mirpurkhaas,Urban,Higher secondary,INSTITUTIONS,FEMALE,1,"1,505,876",0.06640653
Mirpurkhaas,Urban,Higher secondary,INSTITUTIONS,MIXED,1,"1,505,876",0.06640653
Mirpurkhaas,Urban,Higher secondary,ENROLMENT,TOTAL,7990,"1,505,876",530.5881759
Mirpurkhaas,Urban,Higher secondary,ENROLMENT,MALE,4086,"1,505,876",271.3370822
Mirpurkhaas,Urban,Higher secondary,ENROLMENT,FEMALE,3904,"1,505,876",259.2510937
Mirpurkhaas,Urban,Higher secondary,TEACHING STAFF,TOTAL,316,"1,505,876",20.98446353
Mirpurkhaas,Urban,Higher secondary,TEACHING STAFF,MALE,153,"1,505,876",10.16019911
Mirpurkhaas,Urban,Higher secondary,TEACHING STAFF,FEMALE,163,"1,505,876",10.82426441
Mirpurkhaas,Rural,Primary,INSTITUTIONS,TOTAL,1695,"1,505,876",112.5590686
Mirpurkhaas,Rural,Primary,INSTITUTIONS,MALE,228,"1,505,876",15.14068887
Mirpurkhaas,Rural,Primary,INSTITUTIONS,FEMALE,198,"1,505,876",13.14849297
Mirpurkhaas,Rural,Primary,INSTITUTIONS,MIXED,1269,"1,505,876",84.26988676
Mirpurkhaas,Rural,Primary,ENROLMENT,TOTAL,91553,"1,505,876",6079.717055
Mirpurkhaas,Rural,Primary,ENROLMENT,MALE,64031,"1,505,876",4252.076532
Mirpurkhaas,Rural,Primary,ENROLMENT,FEMALE,27522,"1,505,876",1827.640523
Mirpurkhaas,Rural,Primary,TEACHING STAFF,TOTAL,2937,"1,505,876",195.0359791
Mirpurkhaas,Rural,Primary,TEACHING STAFF,MALE,2340,"1,505,876",155.3912806
Mirpurkhaas,Rural,Primary,TEACHING STAFF,FEMALE,597,"1,505,876",39.6446985
Mirpurkhaas,Rural,Middle,INSTITUTIONS,TOTAL,95,"1,505,876",6.308620364
Mirpurkhaas,Rural,Middle,INSTITUTIONS,MALE,9,"1,505,876",0.597658771
Mirpurkhaas,Rural,Middle,INSTITUTIONS,FEMALE,21,"1,505,876",1.394537133
Mirpurkhaas,Rural,Middle,INSTITUTIONS,MIXED,65,"1,505,876",4.31642446
Mirpurkhaas,Rural,Middle,ENROLMENT,TOTAL,8441,"1,505,876",560.537521
Mirpurkhaas,Rural,Middle,ENROLMENT,MALE,5772,"1,505,876",383.298492
Mirpurkhaas,Rural,Middle,ENROLMENT,FEMALE,2669,"1,505,876",177.239029
Mirpurkhaas,Rural,Middle,TEACHING STAFF,TOTAL,341,"1,505,876",22.64462678
Mirpurkhaas,Rural,Middle,TEACHING STAFF,MALE,240,"1,505,876",15.93756724
Mirpurkhaas,Rural,Middle,TEACHING STAFF,FEMALE,101,"1,505,876",6.707059545
Mirpurkhaas,Rural,Secondary,INSTITUTIONS,TOTAL,53,"1,505,876",3.519546098
Mirpurkhaas,Rural,Secondary,INSTITUTIONS,MALE,9,"1,505,876",0.597658771
Mirpurkhaas,Rural,Secondary,INSTITUTIONS,FEMALE,12,"1,505,876",0.796878362
Mirpurkhaas,Rural,Secondary,INSTITUTIONS,MIXED,32,"1,505,876",2.125008965
Mirpurkhaas,Rural,Secondary,ENROLMENT,TOTAL,14777,"1,505,876",981.2892961
Mirpurkhaas,Rural,Secondary,ENROLMENT,MALE,10515,"1,505,876",698.2646646
Mirpurkhaas,Rural,Secondary,ENROLMENT,FEMALE,4262,"1,505,876",283.0246315
Mirpurkhaas,Rural,Secondary,TEACHING STAFF,TOTAL,595,"1,505,876",39.51188544
Mirpurkhaas,Rural,Secondary,TEACHING STAFF,MALE,424,"1,505,876",28.15636878
Mirpurkhaas,Rural,Secondary,TEACHING STAFF,FEMALE,171,"1,505,876",11.35551666
Mirpurkhaas,Rural,Higher secondary,INSTITUTIONS,TOTAL,11,"1,505,876",0.730471832
Mirpurkhaas,Rural,Higher secondary,INSTITUTIONS,MALE,2,"1,505,876",0.13281306
Mirpurkhaas,Rural,Higher secondary,INSTITUTIONS,FEMALE,3,"1,505,876",0.19921959
Mirpurkhaas,Rural,Higher secondary,INSTITUTIONS,MIXED,6,"1,505,876",0.398439181
Mirpurkhaas,Rural,Higher secondary,ENROLMENT,TOTAL,10227,"1,505,876",679.1395839
Mirpurkhaas,Rural,Higher secondary,ENROLMENT,MALE,6836,"1,505,876",453.9550401
Mirpurkhaas,Rural,Higher secondary,ENROLMENT,FEMALE,3391,"1,505,876",225.1845437
Mirpurkhaas,Rural,Higher secondary,TEACHING STAFF,TOTAL,270,"1,505,876",17.92976314
Mirpurkhaas,Rural,Higher secondary,TEACHING STAFF,MALE,183,"1,505,876",12.15239502
Mirpurkhaas,Rural,Higher secondary,TEACHING STAFF,FEMALE,87,"1,505,876",5.777368123
Mirpurkhaas,Total,Primary,INSTITUTIONS,TOTAL,1808,"1,505,876",120.0630065
Mirpurkhaas,Total,Primary,INSTITUTIONS,MALE,242,"1,505,876",16.0703803
Mirpurkhaas,Total,Primary,INSTITUTIONS,FEMALE,213,"1,505,876",14.14459092
Mirpurkhaas,Total,Primary,INSTITUTIONS,MIXED,1353,"1,505,876",89.8480353
Mirpurkhaas,Total,Primary,ENROLMENT,TOTAL,107279,"1,505,876",7124.026148
Mirpurkhaas,Total,Primary,ENROLMENT,MALE,73270,"1,505,876",4865.606464
Mirpurkhaas,Total,Primary,ENROLMENT,FEMALE,34009,"1,505,876",2258.419684
Mirpurkhaas,Total,Primary,TEACHING STAFF,TOTAL,3808,"1,505,876",252.8760668
Mirpurkhaas,Total,Primary,TEACHING STAFF,MALE,2767,"1,505,876",183.7468689
Mirpurkhaas,Total,Primary,TEACHING STAFF,FEMALE,1041,"1,505,876",69.12919789
Mirpurkhaas,Total,Middle,INSTITUTIONS,TOTAL,100,"1,505,876",6.640653015
Mirpurkhaas,Total,Middle,INSTITUTIONS,MALE,9,"1,505,876",0.597658771
Mirpurkhaas,Total,Middle,INSTITUTIONS,FEMALE,22,"1,505,876",1.460943663
Mirpurkhaas,Total,Middle,INSTITUTIONS,MIXED,69,"1,505,876",4.582050581
Mirpurkhaas,Total,Middle,ENROLMENT,TOTAL,9879,"1,505,876",656.0301114
Mirpurkhaas,Total,Middle,ENROLMENT,MALE,6842,"1,505,876",454.3534793
Mirpurkhaas,Total,Middle,ENROLMENT,FEMALE,3037,"1,505,876",201.6766321
Mirpurkhaas,Total,Middle,TEACHING STAFF,TOTAL,407,"1,505,876",27.02745777
Mirpurkhaas,Total,Middle,TEACHING STAFF,MALE,274,"1,505,876",18.19538926
Mirpurkhaas,Total,Middle,TEACHING STAFF,FEMALE,133,"1,505,876",8.83206851
Mirpurkhaas,Total,Secondary,INSTITUTIONS,TOTAL,74,"1,505,876",4.914083231
Mirpurkhaas,Total,Secondary,INSTITUTIONS,MALE,17,"1,505,876",1.128911013
Mirpurkhaas,Total,Secondary,INSTITUTIONS,FEMALE,19,"1,505,876",1.261724073
Mirpurkhaas,Total,Secondary,INSTITUTIONS,MIXED,38,"1,505,876",2.523448146
Mirpurkhaas,Total,Secondary,ENROLMENT,TOTAL,26993,"1,505,876",1792.511468
Mirpurkhaas,Total,Secondary,ENROLMENT,MALE,16771,"1,505,876",1113.703917
Mirpurkhaas,Total,Secondary,ENROLMENT,FEMALE,10222,"1,505,876",678.8075512
Mirpurkhaas,Total,Secondary,TEACHING STAFF,TOTAL,1275,"1,505,876",84.66832594
Mirpurkhaas,Total,Secondary,TEACHING STAFF,MALE,796,"1,505,876",52.859598
Mirpurkhaas,Total,Secondary,TEACHING STAFF,FEMALE,479,"1,505,876",31.80872794
Mirpurkhaas,Total,Higher secondary,INSTITUTIONS,TOTAL,16,"1,505,876",1.062504482
Mirpurkhaas,Total,Higher secondary,INSTITUTIONS,MALE,5,"1,505,876",0.332032651
Mirpurkhaas,Total,Higher secondary,INSTITUTIONS,FEMALE,4,"1,505,876",0.265626121
Mirpurkhaas,Total,Higher secondary,INSTITUTIONS,MIXED,7,"1,505,876",0.464845711
Mirpurkhaas,Total,Higher secondary,ENROLMENT,TOTAL,18217,"1,505,876",1209.72776
Mirpurkhaas,Total,Higher secondary,ENROLMENT,MALE,10922,"1,505,876",725.2921223
Mirpurkhaas,Total,Higher secondary,ENROLMENT,FEMALE,7295,"1,505,876",484.4356375
Mirpurkhaas,Total,Higher secondary,TEACHING STAFF,TOTAL,586,"1,505,876",38.91422667
Mirpurkhaas,Total,Higher secondary,TEACHING STAFF,MALE,336,"1,505,876",22.31259413
Mirpurkhaas,Total,Higher secondary,TEACHING STAFF,FEMALE,250,"1,505,876",16.60163254
Tharparkar,Urban,Primary,INSTITUTIONS,TOTAL,106,"1,649,661",6.425562585
Tharparkar,Urban,Primary,INSTITUTIONS,MALE,8,"1,649,661",0.48494812
Tharparkar,Urban,Primary,INSTITUTIONS,FEMALE,24,"1,649,661",1.454844359
Tharparkar,Urban,Primary,INSTITUTIONS,MIXED,74,"1,649,661",4.485770107
Tharparkar,Urban,Primary,ENROLMENT,TOTAL,7071,"1,649,661",428.6335193
Tharparkar,Urban,Primary,ENROLMENT,MALE,4180,"1,649,661",253.3853925
Tharparkar,Urban,Primary,ENROLMENT,FEMALE,2891,"1,649,661",175.2481267
Tharparkar,Urban,Primary,TEACHING STAFF,TOTAL,320,"1,649,661",19.39792479
Tharparkar,Urban,Primary,TEACHING STAFF,MALE,244,"1,649,661",14.79091765
Tharparkar,Urban,Primary,TEACHING STAFF,FEMALE,76,"1,649,661",4.607007137
Tharparkar,Urban,Middle,INSTITUTIONS,TOTAL,5,"1,649,661",0.303092575
Tharparkar,Urban,Middle,INSTITUTIONS,MALE,1,"1,649,661",0.060618515
Tharparkar,Urban,Middle,INSTITUTIONS,FEMALE,1,"1,649,661",0.060618515
Tharparkar,Urban,Middle,INSTITUTIONS,MIXED,3,"1,649,661",0.181855545
