District,Location,School Type,Category,Composition,Number,Population,No/100000
Sujawal,Urban,Primary,INSTITUTIONS,MIXED,60,"781,967",7.672958066
Sujawal,Urban,Primary,ENROLMENT,TOTAL,9710,"781,967",1241.74038
Sujawal,Urban,Primary,ENROLMENT,MALE,6298,"781,967",805.4048317
Sujawal,Urban,Primary,ENROLMENT,FEMALE,3412,"781,967",436.3355487
Sujawal,Urban,Primary,TEACHING STAFF,TOTAL,308,"781,967",39.38785141
Sujawal,Urban,Primary,TEACHING STAFF,MALE,255,"781,967",32.61007178
Sujawal,Urban,Primary,TEACHING STAFF,FEMALE,53,"781,967",6.777779625
Sujawal,Urban,Middle,INSTITUTIONS,TOTAL,1,"781,967",0.127882634
Sujawal,Urban,Middle,INSTITUTIONS,MALE,0,"781,967",0
Sujawal,Urban,Middle,INSTITUTIONS,FEMALE,1,"781,967",0.127882634
Sujawal,Urban,Middle,INSTITUTIONS,MIXED,0,"781,967",0
Sujawal,Urban,Middle,ENROLMENT,TOTAL,137,"781,967",17.51992092
Sujawal,Urban,Middle,ENROLMENT,MALE,0,"781,967",0
Sujawal,Urban,Middle,ENROLMENT,FEMALE,137,"781,967",17.51992092
Sujawal,Urban,Middle,TEACHING STAFF,TOTAL,7,"781,967",0.895178441
Sujawal,Urban,Middle,TEACHING STAFF,MALE,0,"781,967",0
Sujawal,Urban,Middle,TEACHING STAFF,FEMALE,7,"781,967",0.895178441
Sujawal,Urban,Secondary,INSTITUTIONS,TOTAL,2,"781,967",0.255765269
Sujawal,Urban,Secondary,INSTITUTIONS,MALE,1,"781,967",0.127882634
Sujawal,Urban,Secondary,INSTITUTIONS,FEMALE,1,"781,967",0.127882634
Sujawal,Urban,Secondary,INSTITUTIONS,MIXED,0,"781,967",0
Sujawal,Urban,Secondary,ENROLMENT,TOTAL,2708,"781,967",346.306174
Sujawal,Urban,Secondary,ENROLMENT,MALE,1813,"781,967",231.8512162
Sujawal,Urban,Secondary,ENROLMENT,FEMALE,895,"781,967",114.4549578
Sujawal,Urban,Secondary,TEACHING STAFF,TOTAL,110,"781,967",14.06708979
Sujawal,Urban,Secondary,TEACHING STAFF,MALE,52,"781,967",6.649896991
Sujawal,Urban,Secondary,TEACHING STAFF,FEMALE,58,"781,967",7.417192797
Sujawal,Urban,Higher secondary,INSTITUTIONS,TOTAL,3,"781,967",0.383647903
Sujawal,Urban,Higher secondary,INSTITUTIONS,MALE,1,"781,967",0.127882634
Sujawal,Urban,Higher secondary,INSTITUTIONS,FEMALE,1,"781,967",0.127882634
Sujawal,Urban,Higher secondary,INSTITUTIONS,MIXED,1,"781,967",0.127882634
Sujawal,Urban,Higher secondary,ENROLMENT,TOTAL,3350,"781,967",428.4068254
Sujawal,Urban,Higher secondary,ENROLMENT,MALE,2537,"781,967",324.4382436
Sujawal,Urban,Higher secondary,ENROLMENT,FEMALE,813,"781,967",103.9685818
Sujawal,Urban,Higher secondary,TEACHING STAFF,TOTAL,121,"781,967",15.47379877
Sujawal,Urban,Higher secondary,TEACHING STAFF,MALE,73,"781,967",9.335432314
Sujawal,Urban,Higher secondary,TEACHING STAFF,FEMALE,48,"781,967",6.138366453
Sujawal,Rural,Primary,INSTITUTIONS,TOTAL,1250,"781,967",159.853293
Sujawal,Rural,Primary,INSTITUTIONS,MALE,328,"781,967",41.94550409
Sujawal,Rural,Primary,INSTITUTIONS,FEMALE,97,"781,967",12.40461554
Sujawal,Rural,Primary,INSTITUTIONS,MIXED,825,"781,967",105.5031734
Sujawal,Rural,Primary,ENROLMENT,TOTAL,48122,"781,967",6153.968134
Sujawal,Rural,Primary,ENROLMENT,MALE,31214,"781,967",3991.728551
Sujawal,Rural,Primary,ENROLMENT,FEMALE,16908,"781,967",2162.239583
Sujawal,Rural,Primary,TEACHING STAFF,TOTAL,1652,"781,967",211.2621121
Sujawal,Rural,Primary,TEACHING STAFF,MALE,1484,"781,967",189.7778295
Sujawal,Rural,Primary,TEACHING STAFF,FEMALE,168,"781,967",21.48428258
Sujawal,Rural,Middle,INSTITUTIONS,TOTAL,29,"781,967",3.708596399
Sujawal,Rural,Middle,INSTITUTIONS,MALE,11,"781,967",1.406708979
Sujawal,Rural,Middle,INSTITUTIONS,FEMALE,11,"781,967",1.406708979
Sujawal,Rural,Middle,INSTITUTIONS,MIXED,7,"781,967",0.895178441
Sujawal,Rural,Middle,ENROLMENT,TOTAL,881,"781,967",112.6646009
Sujawal,Rural,Middle,ENROLMENT,MALE,594,"781,967",75.96228485
Sujawal,Rural,Middle,ENROLMENT,FEMALE,287,"781,967",36.70231608
Sujawal,Rural,Middle,TEACHING STAFF,TOTAL,110,"781,967",14.06708979
Sujawal,Rural,Middle,TEACHING STAFF,MALE,80,"781,967",10.23061075
Sujawal,Rural,Middle,TEACHING STAFF,FEMALE,30,"781,967",3.836479033
Sujawal,Rural,Secondary,INSTITUTIONS,TOTAL,16,"781,967",2.046122151
Sujawal,Rural,Secondary,INSTITUTIONS,MALE,5,"781,967",0.639413172
Sujawal,Rural,Secondary,INSTITUTIONS,FEMALE,1,"781,967",0.127882634
Sujawal,Rural,Secondary,INSTITUTIONS,MIXED,10,"781,967",1.278826344
Sujawal,Rural,Secondary,ENROLMENT,TOTAL,5536,"781,967",707.9582642
Sujawal,Rural,Secondary,ENROLMENT,MALE,4744,"781,967",606.6752178
Sujawal,Rural,Secondary,ENROLMENT,FEMALE,792,"781,967",101.2830465
Sujawal,Rural,Secondary,TEACHING STAFF,TOTAL,240,"781,967",30.69183226
Sujawal,Rural,Secondary,TEACHING STAFF,MALE,218,"781,967",27.87841431
Sujawal,Rural,Secondary,TEACHING STAFF,FEMALE,22,"781,967",2.813417958
Sujawal,Rural,Higher secondary,INSTITUTIONS,TOTAL,3,"781,967",0.383647903
Sujawal,Rural,Higher secondary,INSTITUTIONS,MALE,1,"781,967",0.127882634
Sujawal,Rural,Higher secondary,INSTITUTIONS,FEMALE,1,"781,967",0.127882634
Sujawal,Rural,Higher secondary,INSTITUTIONS,MIXED,1,"781,967",0.127882634
Sujawal,Rural,Higher secondary,ENROLMENT,TOTAL,1589,"781,967",203.2055061
Sujawal,Rural,Higher secondary,ENROLMENT,MALE,1235,"781,967",157.9350535
Sujawal,Rural,Higher secondary,ENROLMENT,FEMALE,354,"781,967",45.27045259
Sujawal,Rural,Higher secondary,TEACHING STAFF,TOTAL,70,"781,967",8.95178441
Sujawal,Rural,Higher secondary,TEACHING STAFF,MALE,55,"781,967",7.033544894
Sujawal,Rural,Higher secondary,TEACHING STAFF,FEMALE,15,"781,967",1.918239517
Sujawal,Total,Primary,INSTITUTIONS,TOTAL,1336,"781,967",170.8511996
Sujawal,Total,Primary,INSTITUTIONS,MALE,344,"781,967",43.99162625
Sujawal,Total,Primary,INSTITUTIONS,FEMALE,107,"781,967",13.68344188
Sujawal,Total,Primary,INSTITUTIONS,MIXED,885,"781,967",113.1761315
Sujawal,Total,Primary,ENROLMENT,TOTAL,57832,"781,967",7395.708515
Sujawal,Total,Primary,ENROLMENT,MALE,37512,"781,967",4797.133383
Sujawal,Total,Primary,ENROLMENT,FEMALE,20320,"781,967",2598.575132
Sujawal,Total,Primary,TEACHING STAFF,TOTAL,1960,"781,967",250.6499635
Sujawal,Total,Primary,TEACHING STAFF,MALE,1739,"781,967",222.3879013
Sujawal,Total,Primary,TEACHING STAFF,FEMALE,221,"781,967",28.26206221
Sujawal,Total,Middle,INSTITUTIONS,TOTAL,30,"781,967",3.836479033
Sujawal,Total,Middle,INSTITUTIONS,MALE,11,"781,967",1.406708979
Sujawal,Total,Middle,INSTITUTIONS,FEMALE,12,"781,967",1.534591613
Sujawal,Total,Middle,INSTITUTIONS,MIXED,7,"781,967",0.895178441
Sujawal,Total,Middle,ENROLMENT,TOTAL,1018,"781,967",130.1845219
Sujawal,Total,Middle,ENROLMENT,MALE,594,"781,967",75.96228485
Sujawal,Total,Middle,ENROLMENT,FEMALE,424,"781,967",54.222237
Sujawal,Total,Middle,TEACHING STAFF,TOTAL,117,"781,967",14.96226823
Sujawal,Total,Middle,TEACHING STAFF,MALE,80,"781,967",10.23061075
Sujawal,Total,Middle,TEACHING STAFF,FEMALE,37,"781,967",4.731657474
Sujawal,Total,Secondary,INSTITUTIONS,TOTAL,18,"781,967",2.30188742
Sujawal,Total,Secondary,INSTITUTIONS,MALE,6,"781,967",0.767295807
Sujawal,Total,Secondary,INSTITUTIONS,FEMALE,2,"781,967",0.255765269
Sujawal,Total,Secondary,INSTITUTIONS,MIXED,10,"781,967",1.278826344
Sujawal,Total,Secondary,ENROLMENT,TOTAL,8244,"781,967",1054.264438
Sujawal,Total,Secondary,ENROLMENT,MALE,6557,"781,967",838.526434
Sujawal,Total,Secondary,ENROLMENT,FEMALE,1687,"781,967",215.7380043
Sujawal,Total,Secondary,TEACHING STAFF,TOTAL,350,"781,967",44.75892205
Sujawal,Total,Secondary,TEACHING STAFF,MALE,270,"781,967",34.5283113
Sujawal,Total,Secondary,TEACHING STAFF,FEMALE,80,"781,967",10.23061075
Sujawal,Total,Higher secondary,INSTITUTIONS,TOTAL,6,"781,967",0.767295807
Sujawal,Total,Higher secondary,INSTITUTIONS,MALE,2,"781,967",0.255765269
Sujawal,Total,Higher secondary,INSTITUTIONS,FEMALE,2,"781,967",0.255765269
Sujawal,Total,Higher secondary,INSTITUTIONS,MIXED,2,"781,967",0.255765269
Sujawal,Total,Higher secondary,ENROLMENT,TOTAL,4939,"781,967",631.6123315
Sujawal,Total,Higher secondary,ENROLMENT,MALE,3772,"781,967",482.3732971
Sujawal,Total,Higher secondary,ENROLMENT,FEMALE,1167,"781,967",149.2390344
Sujawal,Total,Higher secondary,TEACHING STAFF,TOTAL,191,"781,967",24.42558318
Sujawal,Total,Higher secondary,TEACHING STAFF,MALE,128,"781,967",16.36897721
Sujawal,Total,Higher secondary,TEACHING STAFF,FEMALE,63,"781,967",8.056605969
Central Karachi,Urban,Primary,INSTITUTIONS,TOTAL,357,"2,971,626",12.01362486
Central Karachi,Urban,Primary,INSTITUTIONS,MALE,51,"2,971,626",1.716232123
Central Karachi,Urban,Primary,INSTITUTIONS,FEMALE,42,"2,971,626",1.413367631
Central Karachi,Urban,Primary,INSTITUTIONS,MIXED,264,"2,971,626",8.884025109
Central Karachi,Urban,Primary,ENROLMENT,TOTAL,40178,"2,971,626",1352.054397
Central Karachi,Urban,Primary,ENROLMENT,MALE,19756,"2,971,626",664.8212124
Central Karachi,Urban,Primary,ENROLMENT,FEMALE,20422,"2,971,626",687.2331848
Central Karachi,Urban,Primary,TEACHING STAFF,TOTAL,2708,"2,971,626",91.12856059
Central Karachi,Urban,Primary,TEACHING STAFF,MALE,722,"2,971,626",24.29646261
Central Karachi,Urban,Primary,TEACHING STAFF,FEMALE,1986,"2,971,626",66.83209798
Central Karachi,Urban,Middle,INSTITUTIONS,TOTAL,101,"2,971,626",3.398812637
Central Karachi,Urban,Middle,INSTITUTIONS,MALE,33,"2,971,626",1.110503139
Central Karachi,Urban,Middle,INSTITUTIONS,FEMALE,34,"2,971,626",1.144154749
Central Karachi,Urban,Middle,INSTITUTIONS,MIXED,34,"2,971,626",1.144154749
Central Karachi,Urban,Middle,ENROLMENT,TOTAL,12886,"2,971,626",433.6346499
Central Karachi,Urban,Middle,ENROLMENT,MALE,4650,"2,971,626",156.4799877
Central Karachi,Urban,Middle,ENROLMENT,FEMALE,8236,"2,971,626",277.1546621
Central Karachi,Urban,Middle,TEACHING STAFF,TOTAL,820,"2,971,626",27.59432042
Central Karachi,Urban,Middle,TEACHING STAFF,MALE,231,"2,971,626",7.773521971
Central Karachi,Urban,Middle,TEACHING STAFF,FEMALE,589,"2,971,626",19.82079845
Central Karachi,Urban,Secondary,INSTITUTIONS,TOTAL,127,"2,971,626",4.273754503
Central Karachi,Urban,Secondary,INSTITUTIONS,MALE,27,"2,971,626",0.908593477
Central Karachi,Urban,Secondary,INSTITUTIONS,FEMALE,58,"2,971,626",1.951793395
Central Karachi,Urban,Secondary,INSTITUTIONS,MIXED,42,"2,971,626",1.413367631
Central Karachi,Urban,Secondary,ENROLMENT,TOTAL,40117,"2,971,626",1350.001649
Central Karachi,Urban,Secondary,ENROLMENT,MALE,15866,"2,971,626",533.9164484
Central Karachi,Urban,Secondary,ENROLMENT,FEMALE,24251,"2,971,626",816.0852005
Central Karachi,Urban,Secondary,TEACHING STAFF,TOTAL,2693,"2,971,626",90.62378644
Central Karachi,Urban,Secondary,TEACHING STAFF,MALE,708,"2,971,626",23.82534007
Central Karachi,Urban,Secondary,TEACHING STAFF,FEMALE,1985,"2,971,626",66.79844637
Central Karachi,Urban,Higher secondary,INSTITUTIONS,TOTAL,9,"2,971,626",0.302864492
Central Karachi,Urban,Higher secondary,INSTITUTIONS,MALE,3,"2,971,626",0.100954831
Central Karachi,Urban,Higher secondary,INSTITUTIONS,FEMALE,4,"2,971,626",0.134606441
Central Karachi,Urban,Higher secondary,INSTITUTIONS,MIXED,2,"2,971,626",0.067303221
Central Karachi,Urban,Higher secondary,ENROLMENT,TOTAL,7237,"2,971,626",243.5367035
Central Karachi,Urban,Higher secondary,ENROLMENT,MALE,3026,"2,971,626",101.8297727
Central Karachi,Urban,Higher secondary,ENROLMENT,FEMALE,4211,"2,971,626",141.7069308
Central Karachi,Urban,Higher secondary,TEACHING STAFF,TOTAL,347,"2,971,626",11.67710876
Central Karachi,Urban,Higher secondary,TEACHING STAFF,MALE,81,"2,971,626",2.725780431
Central Karachi,Urban,Higher secondary,TEACHING STAFF,FEMALE,266,"2,971,626",8.95132833
Central Karachi,Rural,Primary,INSTITUTIONS,TOTAL,6,"2,971,626",0.201909662
Central Karachi,Rural,Primary,INSTITUTIONS,MALE,2,"2,971,626",0.067303221
Central Karachi,Rural,Primary,INSTITUTIONS,FEMALE,1,"2,971,626",0.03365161
Central Karachi,Rural,Primary,INSTITUTIONS,MIXED,3,"2,971,626",0.100954831
Central Karachi,Rural,Primary,ENROLMENT,TOTAL,473,"2,971,626",15.91721165
Central Karachi,Rural,Primary,ENROLMENT,MALE,204,"2,971,626",6.864928494
Central Karachi,Rural,Primary,ENROLMENT,FEMALE,269,"2,971,626",9.052283161
Central Karachi,Rural,Primary,TEACHING STAFF,TOTAL,51,"2,971,626",1.716232123
Central Karachi,Rural,Primary,TEACHING STAFF,MALE,9,"2,971,626",0.302864492
Central Karachi,Rural,Primary,TEACHING STAFF,FEMALE,42,"2,971,626",1.413367631
Central Karachi,Rural,Middle,INSTITUTIONS,TOTAL,0,"2,971,626",0
Central Karachi,Rural,Middle,INSTITUTIONS,MALE,0,"2,971,626",0
Central Karachi,Rural,Middle,INSTITUTIONS,FEMALE,0,"2,971,626",0
Central Karachi,Rural,Middle,INSTITUTIONS,MIXED,0,"2,971,626",0
Central Karachi,Rural,Middle,ENROLMENT,TOTAL,0,"2,971,626",0
Central Karachi,Rural,Middle,ENROLMENT,MALE,0,"2,971,626",0
Central Karachi,Rural,Middle,ENROLMENT,FEMALE,0,"2,971,626",0
Central Karachi,Rural,Middle,TEACHING STAFF,TOTAL,0,"2,971,626",0
Central Karachi,Rural,Middle,TEACHING STAFF,MALE,0,"2,971,626",0
Central Karachi,Rural,Middle,TEACHING STAFF,FEMALE,0,"2,971,626",0
Central Karachi,Rural,Secondary,INSTITUTIONS,TOTAL,6,"2,971,626",0.201909662
Central Karachi,Rural,Secondary,INSTITUTIONS,MALE,1,"2,971,626",0.03365161
Central Karachi,Rural,Secondary,INSTITUTIONS,FEMALE,2,"2,971,626",0.067303221
Central Karachi,Rural,Secondary,INSTITUTIONS,MIXED,3,"2,971,626",0.100954831
Central Karachi,Rural,Secondary,ENROLMENT,TOTAL,2441,"2,971,626",82.14358065
Central Karachi,Rural,Secondary,ENROLMENT,MALE,1320,"2,971,626",44.42012555
Central Karachi,Rural,Secondary,ENROLMENT,FEMALE,1121,"2,971,626",37.72345511
Central Karachi,Rural,Secondary,TEACHING STAFF,TOTAL,180,"2,971,626",6.057289847
Central Karachi,Rural,Secondary,TEACHING STAFF,MALE,52,"2,971,626",1.749883734
Central Karachi,Rural,Secondary,TEACHING STAFF,FEMALE,128,"2,971,626",4.307406114
Central Karachi,Rural,Higher secondary,INSTITUTIONS,TOTAL,0,"2,971,626",0
Central Karachi,Rural,Higher secondary,INSTITUTIONS,MALE,0,"2,971,626",0
Central Karachi,Rural,Higher secondary,INSTITUTIONS,FEMALE,0,"2,971,626",0
Central Karachi,Rural,Higher secondary,INSTITUTIONS,MIXED,0,"2,971,626",0
Central Karachi,Rural,Higher secondary,ENROLMENT,TOTAL,0,"2,971,626",0
Central Karachi,Rural,Higher secondary,ENROLMENT,MALE,0,"2,971,626",0
Central Karachi,Rural,Higher secondary,ENROLMENT,FEMALE,0,"2,971,626",0
Central Karachi,Rural,Higher secondary,TEACHING STAFF,TOTAL,0,"2,971,626",0
Central Karachi,Rural,Higher secondary,TEACHING STAFF,MALE,0,"2,971,626",0
Central Karachi,Rural,Higher secondary,TEACHING STAFF,FEMALE,0,"2,971,626",0
Central Karachi,Total,Primary,INSTITUTIONS,TOTAL,363,"2,971,626",12.21553453
Central Karachi,Total,Primary,INSTITUTIONS,MALE,53,"2,971,626",1.783535344
Central Karachi,Total,Primary,INSTITUTIONS,FEMALE,43,"2,971,626",1.447019241
Central Karachi,Total,Primary,INSTITUTIONS,MIXED,267,"2,971,626",8.98497994
Central Karachi,Total,Primary,ENROLMENT,TOTAL,40651,"2,971,626",1367.971609
Central Karachi,Total,Primary,ENROLMENT,MALE,19960,"2,971,626",671.6861409
Central Karachi,Total,Primary,ENROLMENT,FEMALE,20691,"2,971,626",696.285468
Central Karachi,Total,Primary,TEACHING STAFF,TOTAL,2759,"2,971,626",92.84479272
Central Karachi,Total,Primary,TEACHING STAFF,MALE,731,"2,971,626",24.5993271
Central Karachi,Total,Primary,TEACHING STAFF,FEMALE,2028,"2,971,626",68.24546561
Central Karachi,Total,Middle,INSTITUTIONS,TOTAL,101,"2,971,626",3.398812637
Central Karachi,Total,Middle,INSTITUTIONS,MALE,33,"2,971,626",1.110503139
Central Karachi,Total,Middle,INSTITUTIONS,FEMALE,34,"2,971,626",1.144154749
Central Karachi,Total,Middle,INSTITUTIONS,MIXED,34,"2,971,626",1.144154749
Central Karachi,Total,Middle,ENROLMENT,TOTAL,12886,"2,971,626",433.6346499
Central Karachi,Total,Middle,ENROLMENT,MALE,4650,"2,971,626",156.4799877
Central Karachi,Total,Middle,ENROLMENT,FEMALE,8236,"2,971,626",277.1546621
Central Karachi,Total,Middle,TEACHING STAFF,TOTAL,820,"2,971,626",27.59432042
Central Karachi,Total,Middle,TEACHING STAFF,MALE,231,"2,971,626",7.773521971
Central Karachi,Total,Middle,TEACHING STAFF,FEMALE,589,"2,971,626",19.82079845
Central Karachi,Total,Secondary,INSTITUTIONS,TOTAL,133,"2,971,626",4.475664165
Central Karachi,Total,Secondary,INSTITUTIONS,MALE,28,"2,971,626",0.942245087
Central Karachi,Total,Secondary,INSTITUTIONS,FEMALE,60,"2,971,626",2.019096616
Central Karachi,Total,Secondary,INSTITUTIONS,MIXED,45,"2,971,626",1.514322462
Central Karachi,Total,Secondary,ENROLMENT,TOTAL,42558,"2,971,626",1432.14523
Central Karachi,Total,Secondary,ENROLMENT,MALE,17186,"2,971,626",578.336574
Central Karachi,Total,Secondary,ENROLMENT,FEMALE,25372,"2,971,626",853.8086556
Central Karachi,Total,Secondary,TEACHING STAFF,TOTAL,2873,"2,971,626",96.68107629
Central Karachi,Total,Secondary,TEACHING STAFF,MALE,760,"2,971,626",25.5752238
Central Karachi,Total,Secondary,TEACHING STAFF,FEMALE,2113,"2,971,626",71.10585249
Central Karachi,Total,Higher secondary,INSTITUTIONS,TOTAL,9,"2,971,626",0.302864492
Central Karachi,Total,Higher secondary,INSTITUTIONS,MALE,3,"2,971,626",0.100954831
Central Karachi,Total,Higher secondary,INSTITUTIONS,FEMALE,4,"2,971,626",0.134606441
Central Karachi,Total,Higher secondary,INSTITUTIONS,MIXED,2,"2,971,626",0.067303221
Central Karachi,Total,Higher secondary,ENROLMENT,TOTAL,7237,"2,971,626",243.5367035
Central Karachi,Total,Higher secondary,ENROLMENT,MALE,3026,"2,971,626",101.8297727
Central Karachi,Total,Higher secondary,ENROLMENT,FEMALE,4211,"2,971,626",141.7069308
Central Karachi,Total,Higher secondary,TEACHING STAFF,TOTAL,347,"2,971,626",11.67710876
Central Karachi,Total,Higher secondary,TEACHING STAFF,MALE,81,"2,971,626",2.725780431
Central Karachi,Total,Higher secondary,TEACHING STAFF,FEMALE,266,"2,971,626",8.95132833
East Karachi,Urban,Primary,INSTITUTIONS,TOTAL,160,"2,907,467",5.503071918
East Karachi,Urban,Primary,INSTITUTIONS,MALE,27,"2,907,467",0.928643386
East Karachi,Urban,Primary,INSTITUTIONS,FEMALE,19,"2,907,467",0.65348979
East Karachi,Urban,Primary,INSTITUTIONS,MIXED,114,"2,907,467",3.920938742
East Karachi,Urban,Primary,ENROLMENT,TOTAL,16789,"2,907,467",577.4442152
East Karachi,Urban,Primary,ENROLMENT,MALE,8110,"2,907,467",278.9369578
East Karachi,Urban,Primary,ENROLMENT,FEMALE,8679,"2,907,467",298.5072573
East Karachi,Urban,Primary,TEACHING STAFF,TOTAL,980,"2,907,467",33.7063155
East Karachi,Urban,Primary,TEACHING STAFF,MALE,303,"2,907,467",10.42144244
East Karachi,Urban,Primary,TEACHING STAFF,FEMALE,677,"2,907,467",23.28487305
East Karachi,Urban,Middle,INSTITUTIONS,TOTAL,30,"2,907,467",1.031825985
East Karachi,Urban,Middle,INSTITUTIONS,MALE,10,"2,907,467",0.343941995
East Karachi,Urban,Middle,INSTITUTIONS,FEMALE,9,"2,907,467",0.309547795
East Karachi,Urban,Middle,INSTITUTIONS,MIXED,11,"2,907,467",0.378336194
East Karachi,Urban,Middle,ENROLMENT,TOTAL,2430,"2,907,467",83.57790475
East Karachi,Urban,Middle,ENROLMENT,MALE,1041,"2,907,467",35.80436167
East Karachi,Urban,Middle,ENROLMENT,FEMALE,1389,"2,907,467",47.77354309
East Karachi,Urban,Middle,TEACHING STAFF,TOTAL,176,"2,907,467",6.05337911
East Karachi,Urban,Middle,TEACHING STAFF,MALE,72,"2,907,467",2.476382363
East Karachi,Urban,Middle,TEACHING STAFF,FEMALE,104,"2,907,467",3.576996747
East Karachi,Urban,Secondary,INSTITUTIONS,TOTAL,61,"2,907,467",2.098046169
East Karachi,Urban,Secondary,INSTITUTIONS,MALE,12,"2,907,467",0.412730394
East Karachi,Urban,Secondary,INSTITUTIONS,FEMALE,28,"2,907,467",0.963037586
East Karachi,Urban,Secondary,INSTITUTIONS,MIXED,21,"2,907,467",0.722278189
East Karachi,Urban,Secondary,ENROLMENT,TOTAL,25751,"2,907,467",885.685031
East Karachi,Urban,Secondary,ENROLMENT,MALE,10778,"2,907,467",370.7006821
East Karachi,Urban,Secondary,ENROLMENT,FEMALE,14973,"2,907,467",514.9843489
East Karachi,Urban,Secondary,TEACHING STAFF,TOTAL,1584,"2,907,467",54.48041199
East Karachi,Urban,Secondary,TEACHING STAFF,MALE,383,"2,907,467",13.1729784
East Karachi,Urban,Secondary,TEACHING STAFF,FEMALE,1201,"2,907,467",41.30743358
East Karachi,Urban,Higher secondary,INSTITUTIONS,TOTAL,4,"2,907,467",0.137576798
East Karachi,Urban,Higher secondary,INSTITUTIONS,MALE,0,"2,907,467",0
East Karachi,Urban,Higher secondary,INSTITUTIONS,FEMALE,3,"2,907,467",0.103182598
East Karachi,Urban,Higher secondary,INSTITUTIONS,MIXED,1,"2,907,467",0.034394199
East Karachi,Urban,Higher secondary,ENROLMENT,TOTAL,1728,"2,907,467",59.43317671
East Karachi,Urban,Higher secondary,ENROLMENT,MALE,681,"2,907,467",23.42244985
East Karachi,Urban,Higher secondary,ENROLMENT,FEMALE,1047,"2,907,467",36.01072686
East Karachi,Urban,Higher secondary,TEACHING STAFF,TOTAL,157,"2,907,467",5.399889319
East Karachi,Urban,Higher secondary,TEACHING STAFF,MALE,26,"2,907,467",0.894249187
East Karachi,Urban,Higher secondary,TEACHING STAFF,FEMALE,131,"2,907,467",4.505640133
East Karachi,Rural,Primary,INSTITUTIONS,TOTAL,16,"2,907,467",0.550307192
East Karachi,Rural,Primary,INSTITUTIONS,MALE,1,"2,907,467",0.034394199
East Karachi,Rural,Primary,INSTITUTIONS,FEMALE,2,"2,907,467",0.068788399
East Karachi,Rural,Primary,INSTITUTIONS,MIXED,13,"2,907,467",0.447124593
East Karachi,Rural,Primary,ENROLMENT,TOTAL,3344,"2,907,467",115.0142031
East Karachi,Rural,Primary,ENROLMENT,MALE,1661,"2,907,467",57.12876535
East Karachi,Rural,Primary,ENROLMENT,FEMALE,1683,"2,907,467",57.88543774
East Karachi,Rural,Primary,TEACHING STAFF,TOTAL,108,"2,907,467",3.714573545
East Karachi,Rural,Primary,TEACHING STAFF,MALE,50,"2,907,467",1.719709974
East Karachi,Rural,Primary,TEACHING STAFF,FEMALE,58,"2,907,467",1.99486357
East Karachi,Rural,Middle,INSTITUTIONS,TOTAL,2,"2,907,467",0.068788399
East Karachi,Rural,Middle,INSTITUTIONS,MALE,0,"2,907,467",0
East Karachi,Rural,Middle,INSTITUTIONS,FEMALE,0,"2,907,467",0
East Karachi,Rural,Middle,INSTITUTIONS,MIXED,2,"2,907,467",0.068788399
East Karachi,Rural,Middle,ENROLMENT,TOTAL,92,"2,907,467",3.164266353
East Karachi,Rural,Middle,ENROLMENT,MALE,50,"2,907,467",1.719709974
East Karachi,Rural,Middle,ENROLMENT,FEMALE,42,"2,907,467",1.444556378
East Karachi,Rural,Middle,TEACHING STAFF,TOTAL,8,"2,907,467",0.275153596
East Karachi,Rural,Middle,TEACHING STAFF,MALE,6,"2,907,467",0.206365197
East Karachi,Rural,Middle,TEACHING STAFF,FEMALE,2,"2,907,467",0.068788399
East Karachi,Rural,Secondary,INSTITUTIONS,TOTAL,3,"2,907,467",0.103182598
East Karachi,Rural,Secondary,INSTITUTIONS,MALE,1,"2,907,467",0.034394199
East Karachi,Rural,Secondary,INSTITUTIONS,FEMALE,2,"2,907,467",0.068788399
East Karachi,Rural,Secondary,INSTITUTIONS,MIXED,0,"2,907,467",0
East Karachi,Rural,Secondary,ENROLMENT,TOTAL,1288,"2,907,467",44.29972894
East Karachi,Rural,Secondary,ENROLMENT,MALE,629,"2,907,467",21.63395148
East Karachi,Rural,Secondary,ENROLMENT,FEMALE,659,"2,907,467",22.66577746
East Karachi,Rural,Secondary,TEACHING STAFF,TOTAL,66,"2,907,467",2.270017166
East Karachi,Rural,Secondary,TEACHING STAFF,MALE,20,"2,907,467",0.68788399
East Karachi,Rural,Secondary,TEACHING STAFF,FEMALE,46,"2,907,467",1.582133176
East Karachi,Rural,Higher secondary,INSTITUTIONS,TOTAL,2,"2,907,467",0.068788399
East Karachi,Rural,Higher secondary,INSTITUTIONS,MALE,0,"2,907,467",0
East Karachi,Rural,Higher secondary,INSTITUTIONS,FEMALE,1,"2,907,467",0.034394199
East Karachi,Rural,Higher secondary,INSTITUTIONS,MIXED,1,"2,907,467",0.034394199
East Karachi,Rural,Higher secondary,ENROLMENT,TOTAL,706,"2,907,467",24.28230484
East Karachi,Rural,Higher secondary,ENROLMENT,MALE,72,"2,907,467",2.476382363
East Karachi,Rural,Higher secondary,ENROLMENT,FEMALE,634,"2,907,467",21.80592247
East Karachi,Rural,Higher secondary,TEACHING STAFF,TOTAL,62,"2,907,467",2.132440368
East Karachi,Rural,Higher secondary,TEACHING STAFF,MALE,10,"2,907,467",0.343941995
East Karachi,Rural,Higher secondary,TEACHING STAFF,FEMALE,52,"2,907,467",1.788498373
